1 0 0
0 0 1
0 0 3
0 0 4
0 0 5
1 0 10
0 0 12
0 0 13
1 0 14
0 0 15
0 1 0
1 1 1
1 1 2
0 1 3
0 1 5
1 1 6
0 1 7
1 1 7
1 1 9
2 1 9
1 1 10
0 1 11
1 1 11
0 1 12
2 1 12
2 1 13
1 1 14
0 1 15
0 1 18
1 1 18
2 2 1
0 2 2
0 2 3
1 2 3
1 2 4
0 2 5
0 2 6
1 2 6
0 2 8
1 2 8
1 2 9
0 2 10
0 2 12
1 2 12
1 2 13
0 2 14
1 2 14
0 2 16
0 2 17
1 2 17
0 2 18
2 2 18
1 3 0
0 3 1
1 3 1
0 3 2
0 3 3
1 3 5
1 3 7
0 3 9
1 3 9
0 3 11
1 3 11
0 3 12
2 3 12
0 3 13
0 3 15
1 3 15
2 3 15
1 3 17
0 4 0
1 4 1
0 4 2
0 4 3
1 4 3
0 4 4
2 4 5
0 4 6
0 4 7
2 4 7
0 4 8
1 4 9
0 4 10
0 4 11
0 4 12
1 4 12
2 4 12
1 4 13
0 4 16
1 4 18
0 5 0
0 5 1
0 5 2
1 5 2
0 5 4
0 5 6
0 5 9
1 5 10
0 5 12
0 5 13
2 5 13
0 5 14
0 5 15
1 5 16
0 5 17
0 5 18
2 5 18
0 6 0
1 6 0
0 6 1
1 6 1
1 6 2
0 6 3
1 6 3
0 6 5
1 6 5
0 6 6
1 6 6
0 6 7
0 6 8
1 6 8
0 6 9
1 6 9
0 6 11
0 6 12
1 6 12
0 6 16
1 6 16
0 6 18
0 7 1
0 7 2
0 7 3
1 7 3
1 7 4
2 7 4
1 7 5
0 7 7
0 7 8
1 7 9
1 7 10
0 7 11
2 7 11
0 7 13
0 7 15
0 7 17
0 7 18
1 7 18
1 8 0
0 8 1
1 8 1
0 8 4
0 8 5
0 8 6
0 8 7
0 8 8
1 8 9
0 8 11
0 8 13
1 8 14
0 8 15
1 8 15
0 8 16
2 8 16
0 8 17
2 8 17
1 9 1
0 9 2
1 9 2
0 9 3
1 9 3
0 9 4
0 9 6
0 9 8
1 9 9
0 9 11
2 9 11
0 9 12
1 9 12
0 9 14
1 9 14
2 9 14
0 9 15
1 9 15
0 9 17
1 9 17
2 9 17
1 9 18
2 10 0
2 10 1
1 10 2
1 10 4
0 10 5
1 10 5
0 10 8
0 10 9
1 10 9
2 10 9
0 10 10
1 10 12
0 10 13
0 10 14
0 10 15
1 10 18
2 10 18
1 11 0
0 11 2
1 11 2
1 11 3
0 11 4
2 11 4
1 11 6
0 11 7
0 11 8
1 11 8
0 11 9
0 11 10
0 11 12
0 11 13
1 11 13
0 11 14
1 11 16
0 11 17
0 12 0
1 12 0
0 12 1
1 12 1
0 12 2
0 12 3
1 12 4
0 12 5
1 12 5
2 12 5
0 12 9
1 12 11
2 12 11
1 12 13
2 12 13
0 12 14
1 12 14
2 12 14
0 12 16
2 12 17
0 12 18
0 13 2
0 13 3
0 13 4
1 13 4
0 13 6
1 13 7
0 13 8
0 13 9
1 13 9
2 13 9
0 13 10
0 13 11
1 13 11
2 13 11
0 13 12
1 13 12
1 13 13
0 13 14
0 13 15
1 13 15
0 13 16
1 13 16
0 13 17
1 13 17
0 14 0
0 14 1
0 14 2
1 14 3
2 14 3
0 14 4
0 14 7
0 14 8
0 14 9
1 14 10
0 14 14
1 14 16
0 14 17
1 14 17
2 14 18
1 15 1
0 15 2
0 15 3
2 15 3
0 15 6
0 15 7
0 15 8
1 15 8
0 15 10
0 15 13
1 15 13
0 15 15
0 15 16
1 15 16
0 15 18
1 15 18
0 16 0
0 16 1
1 16 1
0 16 2
1 16 2
0 16 5
1 16 5
0 16 7
0 16 8
0 16 9
1 16 9
0 16 11
0 16 15
1 16 15
0 16 16
0 16 17
1 16 17
0 16 18
1 16 18
1 17 0
0 17 1
0 17 2
2 17 2
0 17 3
0 17 5
1 17 5
0 17 6
1 17 6
1 17 7
0 17 8
0 17 9
1 17 9
0 17 10
1 17 10
0 17 11
1 17 11
2 17 11
0 17 13
0 17 14
2 17 15
2 17 16
0 17 17
1 17 18
2 18 0
1 18 1
0 18 2
0 18 3
0 18 5
1 18 5
1 18 6
0 18 7
1 18 7
1 18 8
0 18 9
0 18 10
1 18 10
0 18 13
1 18 13
1 18 17
0 18 18
1 18 18

0 0 1
0 1 2
0 2 2
0 3 1.75
0 4 1.5
0 5 1.25
0 6 0.5
0 7 0.5
0 8 0.75
0 9 1
0 10 1.25
0 11 1.25
0 12 1.5
0 13 1.5
0 14 1.25
0 15 1.5
0 16 1.75
0 17 1.5
0 18 0.75
1 0 1.5
1 1 2.25
1 2 2
1 3 1.75
1 4 1.75
1 5 1.25
1 6 1
1 7 0.75
1 8 0.75
1 9 1
1 10 1
1 11 1.25
1 12 1.25
1 13 1.5
1 14 1.25
1 15 1.5
1 16 1.75
1 17 2.25
1 18 1.5
2 0 1.75
2 1 1.75
2 2 1.5
2 3 1.5
2 4 1.5
2 5 1.25
2 6 1
2 7 0.75
2 8 0.75
2 9 1
2 10 1
2 11 1
2 12 1
2 13 1.25
2 14 1.25
2 15 1.25
2 16 1.25
2 17 1.5
2 18 1.5
3 0 1.5
3 1 1.75
3 2 1.25
3 3 1.25
3 4 1.25
3 5 1.25
3 6 1
3 7 1
3 8 1.25
3 9 1
3 10 1.25
3 11 1.25
3 12 1.25
3 13 1.5
3 14 1.25
3 15 0.75
3 16 1
3 17 1
3 18 1.25
4 0 1.75
4 1 1.25
4 2 1.25
4 3 1.25
4 4 1.25
4 5 1.25
4 6 1.25
4 7 1.25
4 8 1
4 9 1.5
4 10 1.25
4 11 1
4 12 1
4 13 1.25
4 14 1
4 15 1
4 16 0.75
4 17 1.25
4 18 1.25
5 0 1.5
5 1 1.5
5 2 1.25
5 3 1.25
5 4 1.25
5 5 1.25
5 6 1.25
5 7 1.25
5 8 1
5 9 1
5 10 1
5 11 1
5 12 1.25
5 13 1.25
5 14 1.25
5 15 1.5
5 16 1.25
5 17 1.5
5 18 1.25
6 0 1.25
6 1 1.25
6 2 1
6 3 1.25
6 4 1.25
6 5 1.5
6 6 1.75
6 7 1.25
6 8 1.25
6 9 1
6 10 1
6 11 1.25
6 12 1.25
6 13 1
6 14 1
6 15 1.25
6 16 1.5
6 17 1.75
6 18 1.75
7 0 0.75
7 1 1
7 2 1
7 3 1.25
7 4 1.5
7 5 1.25
7 6 1.5
7 7 1.25
7 8 1.25
7 9 1.25
7 10 1.5
7 11 1.25
7 12 1.25
7 13 1.25
7 14 1
7 15 1
7 16 1.25
7 17 1.75
7 18 1.75
8 0 1
8 1 1.25
8 2 1
8 3 1
8 4 1.25
8 5 1
8 6 1.25
8 7 1
8 8 1.25
8 9 1.25
8 10 2
8 11 1.5
8 12 1.5
8 13 1.5
8 14 1.25
8 15 0.75
8 16 0.75
8 17 1.25
8 18 1.5
9 0 1.25
9 1 1.5
9 2 1.25
9 3 1.25
9 4 1.25
9 5 1
9 6 1
9 7 1
9 8 1
9 9 1
9 10 1.5
9 11 1.5
9 12 1.75
9 13 1.75
9 14 1.5
9 15 1.25
9 16 1
9 17 1.5
9 18 1
10 0 1
10 1 1
10 2 1
10 3 1.25
10 4 1.25
10 5 1
10 6 1
10 7 0.75
10 8 1
10 9 1.25
10 10 1.5
10 11 1.25
10 12 1.5
10 13 1.5
10 14 1.5
10 15 1.75
10 16 1.5
10 17 1.25
10 18 1.25
11 0 0.75
11 1 0.5
11 2 0.25
11 3 1
11 4 1.25
11 5 1.25
11 6 1
11 7 0.75
11 8 1
11 9 1.25
11 10 1.5
11 11 1.5
11 12 1.25
11 13 1.25
11 14 1.25
11 15 1.5
11 16 1.25
11 17 1.25
11 18 1.25
12 0 1
12 1 0.75
12 2 0.75
12 3 1
12 4 1.25
12 5 1
12 6 1
12 7 1
12 8 1
12 9 1.25
12 10 1.5
12 11 1.25
12 12 1.25
12 13 1.25
12 14 1.5
12 15 1.25
12 16 0.75
12 17 1.25
12 18 1.5
13 0 1.25
13 1 1
13 2 1
13 3 1
13 4 1
13 5 0.5
13 6 1
13 7 0.75
13 8 0.5
13 9 1.25
13 10 1
13 11 1.25
13 12 1.25
13 13 1.25
13 14 1.75
13 15 1.75
13 16 1.25
13 17 1.5
13 18 1.5
14 0 1
14 1 1
14 2 0.75
