0 0 0
1 0 1
0 0 3
1 0 3
0 0 5
0 0 6
0 0 7
0 0 8
2 0 8
0 0 9
0 0 10
0 0 11
1 0 12
0 0 13
1 0 15
0 1 0
1 1 0
1 1 2
0 1 3
0 1 4
2 1 4
0 1 6
1 1 10
0 1 11
1 1 11
0 1 12
1 1 12
0 1 14
0 1 16
0 1 17
1 1 17
0 2 2
1 2 2
0 2 3
0 2 5
1 2 6
2 2 7
0 2 8
1 2 11
1 2 13
0 2 15
1 2 16
0 2 17
1 2 17
0 3 0
0 3 1
1 3 1
0 3 4
0 3 6
1 3 6
0 3 10
1 3 11
0 3 12
0 3 13
0 3 14
0 3 15
1 3 15
1 3 16
0 4 1
1 4 1
0 4 2
1 4 3
2 4 3
0 4 4
0 4 5
0 4 6
0 4 8
0 4 9
0 4 10
1 4 10
0 4 12
0 4 13
1 4 13
0 4 14
0 4 15
1 4 15
1 4 16
2 4 16
0 5 0
1 5 0
0 5 1
1 5 1
0 5 2
1 5 2
1 5 3
2 5 4
0 5 5
1 5 5
0 5 6
1 5 6
0 5 7
2 5 8
0 5 9
1 5 9
1 5 10
0 5 11
0 5 12
2 5 12
0 5 13
1 5 13
0 5 15
1 5 15
0 5 17
1 6 1
1 6 2
1 6 3
0 6 4
1 6 4
0 6 7
0 6 8
0 6 9
1 6 10
0 6 11
0 6 12
0 6 13
0 6 14
0 6 15
1 6 16
0 6 17
0 7 0
0 7 2
1 7 2
1 7 3
0 7 4
1 7 4
1 7 5
1 7 6
0 7 7
0 7 10
0 7 11
0 7 13
0 7 14
0 7 15
0 7 16
2 7 17
0 8 0
2 8 1
0 8 2
2 8 2
0 8 3
0 8 4
1 8 5
2 8 5
0 8 7
1 8 7
0 8 9
1 8 9
0 8 10
0 8 12
0 8 14
1 8 14
0 8 15
1 8 16
0 9 0
1 9 0
0 9 1
1 9 1
0 9 2
1 9 2
0 9 3
1 9 4
0 9 6
2 9 8
0 9 12
1 9 12
0 9 15
0 9 16
1 9 16
0 9 17
1 9 17
0 10 0
0 10 1
1 10 1
0 10 4
0 10 5
1 10 5
2 10 5
0 10 7
1 10 9
0 10 10
0 10 11
1 10 14
0 10 15
1 10 15
0 10 17
0 11 1
0 11 4
0 11 5
0 11 7
1 11 7
1 11 8
0 11 9
0 11 10
0 11 14
1 11 14
1 11 16
0 11 17
1 11 17
1 12 2
0 12 4
2 12 4
1 12 6
0 12 9
0 12 10
1 12 10
1 12 11
0 12 13
1 12 13
0 12 14
1 12 16
0 12 17
0 13 1
0 13 3
1 13 3
0 13 4
2 13 4
0 13 5
0 13 6
1 13 7
0 13 8
0 13 9
1 13 10
0 13 11
1 13 11
0 13 12
1 13 12
0 13 14
1 13 15
0 13 16
0 13 17
0 14 0
1 14 0
0 14 1
1 14 2
0 14 3
1 14 5
2 14 6
1 14 7
0 14 9
1 14 10
0 14 11
1 14 11
2 14 11
1 14 13
0 14 15
0 14 16
2 14 17
0 15 0
0 15 5
1 15 5
0 15 6
0 15 8
2 15 8
1 15 10
0 15 11
0 15 12
0 15 13
0 15 14
0 15 15
1 15 15
0 15 16
1 15 16
2 15 16
0 15 17
2 15 17
0 16 0
2 16 1
0 16 2
0 16 3
2 16 3
0 16 4
2 16 8
0 16 9
1 16 9
2 16 9
0 16 10
1 16 10
0 16 11
1 16 11
0 16 13
1 16 13
2 16 13
0 16 14
1 16 14
2 16 14
0 16 15
1 16 16
2 16 16
0 16 17
1 16 17
2 17 1
0 17 3
0 17 5
0 17 7
1 17 7
0 17 8
0 17 9
2 17 10
0 17 11
1 17 12
0 17 13
2 17 13
0 17 14
1 17 15
0 17 16

0 0 1.75
0 1 2.25
0 2 2
0 3 1.5
