1 0 0
0 0 1
0 0 3
0 0 4
0 0 5
1 1 0
0 1 2
0 1 3
1 1 4
0 1 5
0 1 9
1 2 0
1 2 1
0 2 2
0 2 4
1 2 5
0 2 6
1 2 6
1 2 8
2 2 8
1 2 9
0 3 0
1 3 0
0 3 1
2 3 1
2 3 2
1 3 3
0 3 4
0 3 7
1 3 7
2 3 9
0 4 0
0 4 1
1 4 1
1 4 2
0 4 3
0 4 4
1 4 4
0 4 6
1 4 6
1 4 7
0 4 8
0 5 0
1 5 0
1 5 1
0 5 2
1 5 2
0 5 4
0 5 5
1 5 5
0 5 6
2 5 6
1 5 7
0 5 8
1 5 8
0 5 9
0 6 0
1 6 2
1 6 4
0 6 6
1 6 6
0 6 8
1 6 8
0 6 9
2 6 9
0 7 0
0 7 2
1 7 2
2 7 2
1 7 4
0 7 6
1 7 7
0 7 8
0 7 9
1 7 9
0 8 0
2 8 1
0 8 2
0 8 3
2 8 3
0 8 4
1 8 5
0 8 6
0 8 7
0 8 8
1 8 8
2 8 8
1 8 9
0 9 2
1 9 4
0 9 5
0 9 6
0 9 7
1 9 7
0 9 9

0 0 1
0 1 1
0 2 1
0 3 1
0 4 1.25
0 5 1
0 6 1
0 7 1.25
0 8 1.25
0 9 1.25
1 0 0.75
1 1 1.25
1 2 1
1 3 1
1 4 1.25
1 5 1.25
1 6 1
1 7 1
1 8 1.25
1 9 1.25
2 0 1.25
2 1 1.5
2 2 1.5
2 3 1.25
2 4 1.25
2 5 1
2 6 1
2 7 1
2 8 1
2 9 1.25
3 0 1
3 1 1.25
3 2 1.5
3 3 1.25
3 4 1.25
3 5 0.5
3 6 0.75
3 7 0.5
3 8 0.75
3 9 1
4 0 0.5
4 1 1
4 2 1.75
4 3 1.25
4 4 1
4 5 0.75
4 6 0.75
4 7 0.75
4 8 0.75
4 9 0.75
5 0 0.5
5 1 1
5 2 1.25
5 3 0.75
5 4 0.75
5 5 0.75
5 6 0.75
5 7 0.5
5 8 0.75
5 9 0.75
6 0 0.5
6 1 1
6 2 0.75
6 3 0.75
6 4 1
6 5 1
6 6 0.75
6 7 0.5
6 8 1.25
6 9 1.5
7 0 0.5
7 1 0.5
7 2 0.25
7 3 0.5
7 4 0.75
7 5 1.25
7 6 1.25
7 7 1.25
7 8 1.75
7 9 2.25
8 0 0.5
8 1 0.5
8 2 0.5
8 3 0.75
8 4 1
8 5 1.25
8 6 1.75
8 7 1.75
8 8 2
8 9 2.25
9 0 0.75
9 1 0.75
9 2 0.75
9 3 1
9 4 1
9 5 1.5
9 6 1.75
9 7 1.75
9 8 1.75
9 9 1.75

18 4 3

18
